trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T01457,16-01-2023,09:15:00,Metro,Route_3,Station_31,Station_15,09:18:00,09:51:00,8,12,Clear,25.2,50,56,5.3,None,500,39,0,0,0,Spring,1
T01458,16-01-2023,09:30:00,Train,Route_8,Station_18,Station_44,09:34:00,10:25:00,8,8,Storm,2,84,10,3.4,None,50000,26,0,1,0,Summer,1
T01459,16-01-2023,09:45:00,Tram,Route_15,Station_38,Station_27,09:46:00,10:07:00,19,16,Cloudy,17.6,87,12,0.4,None,2000,69,0,1,0,Summer,1
T01460,16-01-2023,10:00:00,Bus,Route_7,Station_24,Station_26,10:00:00,10:20:00,14,14,Cloudy,31.5,93,24,1.9,Protest,0,41,0,1,0,Autumn,1
T01461,16-01-2023,10:15:00,Bus,Route_6,Station_23,Station_33,10:18:00,11:01:00,13,19,Rain,33.7,75,19,2.9,Sports,0,56,0,1,0,Winter,1
T01462,16-01-2023,10:30:00,Bus,Route_9,Station_22,Station_15,10:34:00,11:29:00,10,23,Rain,21.2,51,24,1.6,Sports,10000,9,1,0,0,Summer,1
T01463,16-01-2023,10:45:00,Tram,Route_20,Station_2,Station_36,10:48:00,11:37:00,19,13,Cloudy,34.3,89,41,17.9,None,0,37,0,1,0,Summer,1
T01464,16-01-2023,11:00:00,Tram,Route_1,Station_31,Station_45,11:02:00,11:39:00,2,17,Clear,17.8,40,44,18.2,None,2000,7,0,0,0,Summer,1
T01465,16-01-2023,11:15:00,Train,Route_8,Station_11,Station_27,11:19:00,11:48:00,17,27,Rain,12.7,76,48,18.7,None,500,17,0,0,0,Winter,1
T01466,16-01-2023,11:30:00,Train,Route_3,Station_28,Station_5,11:33:00,12:25:00,13,-1,Cloudy,17.1,60,30,19.2,Sports,50000,95,0,0,0,Summer,0
T01467,16-01-2023,11:45:00,Train,Route_4,Station_46,Station_2,11:47:00,12:09:00,19,13,Storm,-0.4,47,52,9.8,None,0,16,0,1,0,Summer,1
T01468,16-01-2023,12:00:00,Metro,Route_15,Station_32,Station_33,12:03:00,12:42:00,19,22,Rain,11.1,51,0,10.6,None,2000,57,0,1,0,Spring,1
T01469,16-01-2023,12:15:00,Bus,Route_6,Station_5,Station_16,12:18:00,12:49:00,13,19,Cloudy,13.3,85,51,2.6,None,0,65,0,0,0,Spring,1
T01470,16-01-2023,12:30:00,Bus,Route_15,Station_38,Station_23,12:34:00,12:55:00,13,2,Fog,28.9,46,15,2.7,None,0,43,0,0,0,Autumn,0
T01471,16-01-2023,12:45:00,Train,Route_3,Station_10,Station_38,12:47:00,13:37:00,11,24,Rain,25.3,67,47,15.5,None,0,83,1,0,0,Summer,1
T01472,16-01-2023,13:00:00,Bus,Route_14,Station_40,Station_16,13:00:00,13:38:00,3,4,Fog,19.1,54,27,17.1,None,10000,73,1,0,0,Winter,0
T01473,16-01-2023,13:15:00,Train,Route_20,Station_46,Station_14,13:16:00,13:47:00,-1,4,Rain,8.9,61,20,15.7,Parade,10000,8,0,0,0,Autumn,0
T01474,16-01-2023,13:30:00,Metro,Route_14,Station_24,Station_29,13:34:00,14:18:00,11,15,Rain,2.5,44,29,16.7,None,0,47,0,1,0,Autumn,1
T01475,16-01-2023,13:45:00,Metro,Route_4,Station_35,Station_26,13:47:00,14:10:00,13,25,Snow,8.9,42,58,5.5,Festival,0,38,0,0,0,Autumn,1
T01476,16-01-2023,14:00:00,Tram,Route_12,Station_44,Station_35,14:03:00,14:34:00,17,19,Snow,22.2,87,2,9.3,None,2000,88,0,0,0,Summer,1
T01477,16-01-2023,14:15:00,Metro,Route_17,Station_48,Station_15,14:17:00,14:50:00,10,28,Fog,5.5,79,33,9.2,Festival,2000,88,0,1,0,Autumn,1
T01478,16-01-2023,14:30:00,Train,Route_7,Station_23,Station_3,14:31:00,15:13:00,12,6,Clear,12.1,40,5,19.9,None,500,87,0,0,0,Winter,1
T01479,16-01-2023,14:45:00,Metro,Route_9,Station_17,Station_23,14:46:00,15:27:00,9,23,Cloudy,10.5,42,42,19,Protest,50000,5,0,0,0,Spring,1
T01480,16-01-2023,15:00:00,Tram,Route_3,Station_1,Station_29,15:00:00,15:29:00,6,-3,Clear,25.6,79,28,12,Festival,10000,29,1,1,0,Spring,0
T01481,16-01-2023,15:15:00,Bus,Route_13,Station_31,Station_34,15:15:00,15:51:00,15,25,Clear,30.4,67,2,2.8,None,0,73,0,1,0,Summer,1
T01482,16-01-2023,15:30:00,Train,Route_15,Station_31,Station_33,15:31:00,16:19:00,18,-1,Snow,23,30,57,5.2,Festival,0,94,0,0,0,Winter,0
T01483,16-01-2023,15:45:00,Bus,Route_18,Station_42,Station_41,15:49:00,16:14:00,11,27,Cloudy,8.7,68,32,7.3,None,0,17,0,0,0,Winter,1
T01484,16-01-2023,16:00:00,Tram,Route_19,Station_42,Station_41,16:04:00,16:38:00,17,7,Snow,12.3,56,10,17.5,Sports,10000,42,0,0,0,Winter,1
T01485,16-01-2023,16:15:00,Tram,Route_1,Station_34,Station_23,16:18:00,17:03:00,1,18,Snow,0.7,65,44,3.4,None,0,32,0,0,0,Summer,1
T01486,16-01-2023,16:30:00,Tram,Route_6,Station_9,Station_7,16:30:00,16:51:00,5,14,Snow,1.7,61,4,4.4,Festival,2000,52,0,0,0,Winter,1
T01487,16-01-2023,16:45:00,Bus,Route_2,Station_22,Station_3,16:48:00,17:40:00,5,2,Storm,1.6,70,49,7,Protest,0,55,1,0,0,Spring,0
T01488,16-01-2023,17:00:00,Bus,Route_14,Station_13,Station_32,17:00:00,17:38:00,19,-1,Clear,0.2,44,31,18.5,None,50000,18,0,1,0,Winter,0
T01489,16-01-2023,17:15:00,Bus,Route_6,Station_25,Station_31,17:16:00,17:41:00,19,1,Clear,2.2,60,46,10.1,None,2000,86,0,0,0,Winter,0
T01490,16-01-2023,17:30:00,Bus,Route_14,Station_48,Station_18,17:34:00,18:15:00,13,5,Clear,3.1,35,17,12.9,Festival,0,68,0,0,0,Summer,0
T01491,16-01-2023,17:45:00,Tram,Route_4,Station_18,Station_43,17:49:00,18:19:00,7,24,Storm,-0.5,81,46,7.7,Sports,0,25,0,0,0,Autumn,1
T01492,16-01-2023,18:00:00,Tram,Route_8,Station_12,Station_7,18:01:00,18:57:00,18,15,Rain,20.6,51,19,3.8,Parade,0,28,0,0,0,Autumn,1
T01493,16-01-2023,18:15:00,Train,Route_3,Station_40,Station_41,18:18:00,18:37:00,14,24,Fog,34.6,60,51,4.5,None,10000,23,0,0,0,Summer,1
T01494,16-01-2023,18:30:00,Train,Route_19,Station_17,Station_1,18:33:00,19:27:00,-2,23,Fog,30.2,75,51,16.1,None,2000,5,0,1,0,Summer,1
T01495,16-01-2023,18:45:00,Bus,Route_14,Station_15,Station_14,18:47:00,19:20:00,15,9,Storm,-3.2,96,38,17.9,None,500,53,0,0,0,Summer,1
T01496,16-01-2023,19:00:00,Metro,Route_20,Station_42,Station_32,19:00:00,19:21:00,7,17,Clear,11.9,72,48,9.9,None,0,38,0,0,0,Summer,1
T01497,16-01-2023,19:15:00,Metro,Route_17,Station_15,Station_6,19:18:00,20:05:00,18,23,Fog,29.4,30,39,7.1,None,0,3,0,0,0,Winter,1
T01498,16-01-2023,19:30:00,Tram,Route_8,Station_15,Station_39,19:31:00,20:17:00,1,2,Storm,0.4,73,27,16.2,None,0,57,1,0,0,Winter,0
T01499,16-01-2023,19:45:00,Tram,Route_14,Station_39,Station_10,19:48:00,20:11:00,-2,7,Snow,28.9,86,12,13.5,None,0,47,0,0,0,Autumn,1
T01500,16-01-2023,20:00:00,Tram,Route_6,Station_13,Station_7,20:04:00,20:49:00,1,13,Cloudy,18.7,38,25,0.8,None,0,59,0,0,0,Summer,1
T01501,16-01-2023,20:15:00,Train,Route_16,Station_17,Station_26,20:15:00,20:41:00,1,3,Fog,32.3,34,15,7,None,0,25,0,0,0,Summer,0
T01502,16-01-2023,20:30:00,Train,Route_19,Station_32,Station_34,20:32:00,21:25:00,1,26,Cloudy,30,38,24,13.6,Sports,0,78,0,0,0,Winter,1
T01503,16-01-2023,20:45:00,Tram,Route_14,Station_9,Station_30,20:45:00,21:33:00,14,17,Clear,22.1,74,9,11.5,None,500,76,0,1,0,Summer,1
T01504,16-01-2023,21:00:00,Tram,Route_19,Station_40,Station_36,21:04:00,21:43:00,6,-3,Fog,21.3,53,28,19.6,None,10000,39,0,0,0,Spring,0
T01505,16-01-2023,21:15:00,Tram,Route_3,Station_20,Station_21,21:19:00,22:13:00,16,21,Storm,3.5,71,45,17.3,None,0,85,0,0,0,Winter,1
T01506,16-01-2023,21:30:00,Metro,Route_10,Station_26,Station_17,21:34:00,21:53:00,10,28,Rain,-0.3,51,37,1.2,None,500,76,0,0,0,Spring,1
T01507,16-01-2023,21:45:00,Train,Route_19,Station_27,Station_33,21:49:00,22:33:00,1,4,Fog,11.6,89,19,14.5,Festival,0,55,0,0,0,Winter,0
T01508,16-01-2023,22:00:00,Metro,Route_9,Station_21,Station_10,22:01:00,22:24:00,2,1,Fog,2.5,66,53,6.7,None,0,38,0,0,0,Winter,0
T01509,16-01-2023,22:15:00,Metro,Route_20,Station_18,Station_47,22:17:00,23:03:00,10,26,Fog,-0.9,68,25,13.6,Festival,50000,80,0,0,0,Winter,1
T01510,16-01-2023,22:30:00,Tram,Route_13,Station_13,Station_42,22:34:00,23:19:00,13,4,Fog,7.1,82,31,12.3,None,0,99,0,0,0,Autumn,0
T01511,16-01-2023,22:45:00,Tram,Route_7,Station_16,Station_12,22:49:00,23:33:00,19,15,Storm,29.4,57,38,10.1,Festival,0,38,0,1,0,Autumn,1
T01512,16-01-2023,23:00:00,Bus,Route_14,Station_9,Station_16,23:03:00,23:45:00,2,26,Storm,-4.3,44,37,17.1,None,0,47,0,0,0,Winter,1
T01513,16-01-2023,23:15:00,Bus,Route_9,Station_12,Station_41,23:17:00,23:53:00,5,11,Rain,6.7,89,58,14.2,None,0,24,0,1,0,Winter,1
T01514,16-01-2023,23:30:00,Metro,Route_19,Station_44,Station_32,23:30:00,00:15:00,13,23,Storm,12,89,48,17.8,Protest,500,33,0,1,0,Winter,1
T01515,16-01-2023,23:45:00,Train,Route_15,Station_38,Station_15,23:47:00,00:41:00,-2,9,Storm,15.4,35,52,5.6,None,0,20,0,0,0,Winter,1
T01516,17-01-2023,00:00:00,Tram,Route_20,Station_19,Station_27,00:02:00,00:46:00,3,10,Clear,2.3,81,23,7,Sports,0,24,0,0,1,Summer,1
T01517,17-01-2023,00:15:00,Tram,Route_14,Station_7,Station_28,00:17:00,01:04:00,8,26,Clear,33.6,41,30,12.4,None,10000,88,0,0,1,Summer,1
T01518,17-01-2023,00:30:00,Metro,Route_6,Station_35,Station_17,00:34:00,01:19:00,13,9,Cloudy,18.2,48,39,19.3,Sports,0,21,0,0,1,Summer,1
T01519,17-01-2023,00:45:00,Bus,Route_4,Station_48,Station_46,00:49:00,01:07:00,2,12,Rain,15.9,31,11,7.4,Festival,0,22,0,0,1,Autumn,1
T01520,17-01-2023,01:00:00,Train,Route_8,Station_18,Station_50,01:01:00,01:26:00,13,3,Clear,-4.6,84,57,0.6,Parade,50000,24,0,0,1,Spring,0
T01521,17-01-2023,01:15:00,Bus,Route_17,Station_16,Station_2,01:15:00,01:43:00,4,23,Rain,14.4,44,56,8.9,None,0,77,0,1,1,Winter,1
T01522,17-01-2023,01:30:00,Bus,Route_9,Station_39,Station_36,01:33:00,02:02:00,16,11,Rain,28.5,93,35,10.9,None,10000,77,0,0,1,Summer,1
T01523,17-01-2023,01:45:00,Bus,Route_1,Station_4,Station_50,01:47:00,02:19:00,-2,24,Fog,3.8,98,9,16,Parade,50000,25,1,0,1,Summer,1
T01524,17-01-2023,02:00:00,Bus,Route_20,Station_25,Station_7,02:00:00,02:24:00,6,3,Snow,9,44,5,14.6,Festival,0,29,0,0,1,Summer,0
T01525,17-01-2023,02:15:00,Tram,Route_14,Station_32,Station_13,02:15:00,03:03:00,15,16,Snow,-4.2,72,6,19.3,None,0,89,0,0,1,Winter,1
T01526,17-01-2023,02:30:00,Tram,Route_11,Station_40,Station_15,02:31:00,03:24:00,10,28,Snow,34.1,46,52,15.7,None,0,37,0,1,1,Winter,1
T01527,17-01-2023,02:45:00,Bus,Route_3,Station_13,Station_25,02:48:00,03:31:00,12,28,Rain,-2.3,53,30,6,None,10000,85,0,0,1,Spring,1
T01528,17-01-2023,03:00:00,Train,Route_9,Station_45,Station_23,03:02:00,03:46:00,0,22,Fog,30.9,59,26,12.8,Parade,0,33,0,0,1,Autumn,1
T01529,17-01-2023,03:15:00,Metro,Route_14,Station_17,Station_22,03:18:00,03:42:00,7,16,Cloudy,7.5,96,7,13.4,None,2000,88,0,1,1,Spring,1
T01530,17-01-2023,03:30:00,Train,Route_9,Station_49,Station_26,03:31:00,04:21:00,6,14,Cloudy,18.5,80,2,20,None,50000,99,0,1,1,Winter,1
T01531,17-01-2023,03:45:00,Train,Route_4,Station_37,Station_33,03:49:00,04:24:00,10,11,Snow,22.2,89,39,2.8,Concert,10000,76,0,1,1,Spring,1
T01532,17-01-2023,04:00:00,Train,Route_4,Station_6,Station_11,04:00:00,04:29:00,13,18,Cloudy,0.6,32,46,3.8,Festival,50000,92,0,1,1,Summer,1
T01533,17-01-2023,04:15:00,Bus,Route_8,Station_19,Station_10,04:17:00,04:47:00,0,18,Fog,12.8,34,20,3.1,Protest,2000,72,0,0,1,Spring,1
T01534,17-01-2023,04:30:00,Tram,Route_2,Station_13,Station_25,04:34:00,05:18:00,19,17,Snow,8,57,0,11.8,None,50000,14,0,0,1,Summer,1
T01535,17-01-2023,04:45:00,Train,Route_9,Station_26,Station_37,04:46:00,05:39:00,12,-2,Fog,-2.7,40,44,2.7,None,0,94,0,0,1,Spring,0
T01536,17-01-2023,05:00:00,Bus,Route_14,Station_14,Station_48,05:03:00,05:27:00,14,14,Cloudy,28.3,44,53,13.1,Parade,2000,43,0,0,1,Summer,1
T01537,17-01-2023,05:15:00,Train,Route_9,Station_31,Station_43,05:15:00,06:03:00,11,19,Snow,-3.2,77,49,16.1,Sports,2000,90,0,0,1,Spring,1
T01538,17-01-2023,05:30:00,Train,Route_16,Station_4,Station_38,05:32:00,06:20:00,4,9,Fog,21.1,75,14,8.7,Concert,0,94,0,1,1,Autumn,1
T01539,17-01-2023,05:45:00,Bus,Route_17,Station_39,Station_41,05:49:00,06:34:00,17,5,Storm,7.6,57,6,11.2,Sports,0,9,0,0,1,Spring,0
T01540,17-01-2023,06:00:00,Tram,Route_16,Station_8,Station_45,06:04:00,06:41:00,13,3,Storm,2.7,36,14,18.3,None,500,36,0,1,1,Winter,0
T01541,17-01-2023,06:15:00,Tram,Route_12,Station_25,Station_24,06:15:00,06:55:00,18,-3,Fog,21.7,35,24,11.4,Sports,0,6,0,0,1,Winter,0
T01542,17-01-2023,06:30:00,Metro,Route_3,Station_13,Station_40,06:33:00,07:01:00,5,-2,Fog,18,87,2,4.2,None,0,31,0,0,1,Summer,0
T01543,17-01-2023,06:45:00,Bus,Route_11,Station_32,Station_46,06:46:00,07:15:00,1,0,Clear,7.6,97,29,6.9,None,0,10,0,0,1,Winter,0
T01544,17-01-2023,07:00:00,Metro,Route_14,Station_38,Station_33,07:03:00,07:21:00,17,10,Clear,15.5,84,57,10.6,Festival,50000,47,0,0,1,Summer,1
T01545,17-01-2023,07:15:00,Metro,Route_18,Station_38,Station_17,07:18:00,07:36:00,12,28,Rain,4.8,96,13,3.1,None,0,91,0,0,1,Autumn,1
T01546,17-01-2023,07:30:00,Metro,Route_5,Station_28,Station_24,07:33:00,08:23:00,2,-2,Snow,29.5,78,51,12.3,None,10000,67,0,0,1,Winter,0
T01547,17-01-2023,07:45:00,Tram,Route_16,Station_30,Station_37,07:45:00,08:07:00,10,10,Rain,7.6,80,3,20,None,0,47,0,0,1,Winter,1
T01548,17-01-2023,08:00:00,Bus,Route_20,Station_3,Station_2,08:00:00,08:35:00,3,16,Rain,4.8,88,35,13.1,None,0,44,0,1,1,Summer,1
T01549,17-01-2023,08:15:00,Metro,Route_5,Station_28,Station_32,08:16:00,08:38:00,2,21,Cloudy,25.1,35,2,7.4,Protest,0,94,1,0,1,Autumn,1
T01550,17-01-2023,08:30:00,Bus,Route_3,Station_3,Station_24,08:33:00,09:12:00,14,4,Storm,-4.3,80,4,6.6,Concert,500,92,0,0,1,Autumn,0
T01551,17-01-2023,08:45:00,Bus,Route_12,Station_45,Station_9,08:45:00,09:24:00,4,24,Cloudy,5.7,67,24,18.6,None,10000,32,0,0,1,Spring,1
T01552,17-01-2023,09:00:00,Tram,Route_1,Station_34,Station_4,09:01:00,09:44:00,3,17,Snow,10,40,30,17.4,None,2000,3,0,0,1,Summer,1
T01553,17-01-2023,09:15:00,Metro,Route_9,Station_16,Station_17,09:16:00,10:04:00,-1,19,Fog,30.3,81,10,9.4,None,2000,46,1,1,1,Summer,1
T01554,17-01-2023,09:30:00,Metro,Route_9,Station_22,Station_17,09:33:00,10:07:00,8,28,Clear,33,49,7,7.1,None,0,89,0,1,1,Autumn,1
T01555,17-01-2023,09:45:00,Bus,Route_4,Station_32,Station_50,09:47:00,10:15:00,4,4,Snow,23.7,39,25,14.2,Sports,2000,52,0,1,1,Summer,0
T01556,17-01-2023,10:00:00,Train,Route_3,Station_38,Station_48,10:03:00,10:48:00,19,27,Fog,14.7,55,1,6.3,None,0,30,1,0,1,Winter,1
T01557,17-01-2023,10:15:00,Tram,Route_17,Station_8,Station_30,10:17:00,10:51:00,18,12,Snow,20.6,77,27,2.4,Sports,0,30,0,0,1,Winter,1
T01558,17-01-2023,10:30:00,Tram,Route_2,Station_8,Station_40,10:31:00,11:15:00,5,23,Fog,11.6,43,47,6.2,None,10000,26,0,1,1,Winter,1
T01559,17-01-2023,10:45:00,Tram,Route_1,Station_6,Station_11,10:45:00,11:27:00,2,14,Clear,7,88,56,8.7,None,10000,88,0,1,1,Summer,1
T01560,17-01-2023,11:00:00,Tram,Route_8,Station_14,Station_21,11:04:00,11:39:00,15,11,Fog,33,41,59,5.1,None,0,47,0,1,1,Spring,1
T01561,17-01-2023,11:15:00,Metro,Route_13,Station_32,Station_21,11:16:00,11:36:00,19,23,Rain,-0.4,52,9,4.3,None,50000,35,0,1,1,Spring,1
T01562,17-01-2023,11:30:00,Metro,Route_15,Station_35,Station_18,11:30:00,12:13:00,13,13,Snow,8.9,68,49,0.1,Festival,2000,48,0,0,1,Autumn,1
T01563,17-01-2023,11:45:00,Train,Route_8,Station_10,Station_29,11:46:00,12:35:00,11,-2,Clear,31,38,38,12.6,None,0,30,0,0,1,Summer,0
T01564,17-01-2023,12:00:00,Tram,Route_12,Station_3,Station_24,12:03:00,12:46:00,9,27,Fog,23.9,54,36,12.3,None,0,43,0,1,1,Autumn,1
T01565,17-01-2023,12:15:00,Tram,Route_12,Station_12,Station_10,12:17:00,12:36:00,14,-1,Rain,-3.8,46,38,3.8,Festival,50000,58,0,1,1,Summer,0
T01566,17-01-2023,12:30:00,Bus,Route_14,Station_49,Station_45,12:31:00,13:03:00,2,13,Rain,-4.1,71,20,18.9,Concert,2000,22,0,1,1,Spring,1
T01567,17-01-2023,12:45:00,Metro,Route_15,Station_31,Station_17,12:45:00,13:08:00,11,10,Storm,15.7,58,27,8.2,None,0,98,0,0,1,Winter,1
T01568,17-01-2023,13:00:00,Tram,Route_15,Station_29,Station_18,13:03:00,13:32:00,3,10,Rain,14.4,89,37,0.5,Parade,500,67,0,0,1,Summer,1
T01569,17-01-2023,13:15:00,Train,Route_9,Station_5,Station_42,13:19:00,14:10:00,12,-3,Cloudy,12.7,96,55,4.4,None,0,91,0,0,1,Spring,0
T01570,17-01-2023,13:30:00,Train,Route_19,Station_25,Station_48,13:33:00,14:24:00,4,25,Clear,7.1,86,32,13.8,Sports,0,41,0,0,1,Spring,1
T01571,17-01-2023,13:45:00,Metro,Route_20,Station_41,Station_20,13:47:00,14:12:00,11,0,Clear,34.5,43,10,4,None,500,41,0,0,1,Spring,0
T01572,17-01-2023,14:00:00,Train,Route_8,Station_31,Station_37,14:03:00,14:21:00,15,29,Clear,5.9,68,44,1.1,Concert,0,12,0,1,1,Winter,1
T01573,17-01-2023,14:15:00,Train,Route_19,Station_21,Station_45,14:19:00,14:40:00,-2,13,Fog,14.6,45,43,12.4,None,500,0,1,0,1,Spring,1
T01574,17-01-2023,14:30:00,Metro,Route_6,Station_20,Station_18,14:30:00,15:20:00,3,24,Snow,11.2,47,0,10.4,None,50000,75,0,0,1,Autumn,1
T01575,17-01-2023,14:45:00,Tram,Route_20,Station_39,Station_17,14:46:00,15:14:00,0,22,Fog,1.8,49,52,15.2,Concert,50000,52,0,0,1,Spring,1
T01576,17-01-2023,15:00:00,Tram,Route_19,Station_22,Station_9,15:02:00,15:40:00,2,4,Cloudy,3.1,75,46,15.5,Concert,2000,39,0,0,1,Spring,0
T01577,17-01-2023,15:15:00,Train,Route_4,Station_4,Station_14,15:19:00,15:44:00,9,14,Snow,31.7,74,32,19.2,Sports,50000,89,0,0,1,Summer,1
T01578,17-01-2023,15:30:00,Train,Route_7,Station_13,Station_49,15:32:00,16:12:00,8,27,Rain,29.3,33,2,1.1,Festival,10000,45,0,1,1,Summer,1
T01579,17-01-2023,15:45:00,Tram,Route_4,Station_45,Station_29,15:48:00,16:07:00,10,23,Fog,3,49,25,0.8,None,0,86,1,0,1,Summer,1
T01580,17-01-2023,16:00:00,Metro,Route_12,Station_42,Station_31,16:02:00,16:51:00,13,12,Snow,30,40,14,19.7,None,50000,21,0,0,1,Spring,1
T01581,17-01-2023,16:15:00,Train,Route_13,Station_50,Station_4,16:19:00,16:54:00,15,6,Rain,3.4,94,40,12.9,Concert,0,51,0,1,1,Spring,1
T01582,17-01-2023,16:30:00,Bus,Route_3,Station_49,Station_18,16:31:00,16:59:00,14,8,Snow,20.1,47,13,14.3,Sports,0,27,1,0,1,Autumn,1
T01583,17-01-2023,16:45:00,Metro,Route_12,Station_20,Station_20,16:46:00,17:33:00,14,18,Rain,-1.7,68,22,1.9,None,500,52,0,0,1,Winter,1
T01584,17-01-2023,17:00:00,Train,Route_2,Station_13,Station_47,17:02:00,17:53:00,8,12,Snow,30.2,73,59,1.4,None,0,62,0,0,1,Spring,1
T01585,17-01-2023,17:15:00,Train,Route_2,Station_17,Station_43,17:15:00,18:11:00,17,8,Fog,-2.9,47,53,3.2,None,0,16,0,0,1,Winter,1
T01586,17-01-2023,17:30:00,Bus,Route_9,Station_36,Station_44,17:32:00,18:09:00,7,7,Fog,17.2,76,55,8.5,Parade,2000,63,0,0,1,Spring,1
T01587,17-01-2023,17:45:00,Bus,Route_1,Station_33,Station_9,17:48:00,18:12:00,13,16,Cloudy,26.2,60,7,2.2,None,0,5,0,0,1,Winter,1
T01588,17-01-2023,18:00:00,Tram,Route_8,Station_1,Station_13,18:01:00,18:26:00,-1,-3,Storm,-0.3,68,53,8.9,None,50000,13,0,1,1,Summer,0
T01589,17-01-2023,18:15:00,Metro,Route_6,Station_15,Station_15,18:16:00,18:40:00,14,23,Clear,11.2,67,35,11.2,None,0,16,0,0,1,Spring,1
T01590,17-01-2023,18:30:00,Metro,Route_6,Station_13,Station_27,18:31:00,19:00:00,19,-1,Fog,-3.3,76,19,0,Protest,50000,37,0,0,1,Autumn,0
T01591,17-01-2023,18:45:00,Tram,Route_18,Station_17,Station_15,18:45:00,19:22:00,17,8,Fog,22.3,99,51,2.3,Festival,0,68,0,0,1,Winter,1
T01592,17-01-2023,19:00:00,Metro,Route_17,Station_24,Station_28,19:00:00,19:48:00,7,26,Rain,7.3,37,5,7.5,Protest,500,12,0,0,1,Summer,1
T01593,17-01-2023,19:15:00,Metro,Route_12,Station_8,Station_37,19:19:00,19:59:00,10,5,Storm,17.4,94,32,1.1,Festival,0,52,1,0,1,Autumn,0
T01594,17-01-2023,19:30:00,Metro,Route_6,Station_50,Station_19,19:32:00,20:10:00,9,-3,Fog,32.3,42,27,2.7,None,500,8,0,1,1,Summer,0
T01595,17-01-2023,19:45:00,Metro,Route_8,Station_27,Station_26,19:47:00,20:07:00,12,0,Snow,7.2,84,49,4.6,None,0,43,0,0,1,Spring,0
T01596,17-01-2023,20:00:00,Metro,Route_19,Station_45,Station_26,20:03:00,20:37:00,4,11,Storm,-3.1,72,37,8.6,Sports,0,25,0,0,1,Autumn,1
T01597,17-01-2023,20:15:00,Bus,Route_10,Station_23,Station_25,20:16:00,20:58:00,19,23,Clear,22,33,29,14.3,None,0,76,0,1,1,Winter,1
T01598,17-01-2023,20:30:00,Metro,Route_1,Station_46,Station_26,20:30:00,21:27:00,18,4,Snow,26.5,89,45,2.7,None,0,18,1,0,1,Winter,0
T01599,17-01-2023,20:45:00,Bus,Route_13,Station_8,Station_26,20:48:00,21:14:00,10,19,Rain,33.3,41,42,14.8,Protest,50000,47,0,0,1,Autumn,1
T01600,17-01-2023,21:00:00,Metro,Route_17,Station_8,Station_46,21:03:00,21:46:00,9,11,Cloudy,1.3,88,16,17.1,Sports,0,80,0,0,1,Winter,1
T01601,17-01-2023,21:15:00,Tram,Route_3,Station_26,Station_28,21:15:00,21:46:00,9,23,Snow,10.7,83,8,13,Parade,500,79,0,0,1,Summer,1
T01602,17-01-2023,21:30:00,Train,Route_8,Station_47,Station_49,21:32:00,21:56:00,-1,27,Clear,28.8,73,27,0.9,Parade,2000,29,0,0,1,Autumn,1
T01603,17-01-2023,21:45:00,Bus,Route_14,Station_13,Station_18,21:46:00,22:21:00,2,4,Snow,27.3,45,53,8.8,None,0,31,0,0,1,Winter,0
T01604,17-01-2023,22:00:00,Metro,Route_3,Station_39,Station_32,22:02:00,22:20:00,-1,26,Storm,20,35,6,13.2,Festival,0,77,0,0,1,Summer,1
T01605,17-01-2023,22:15:00,Tram,Route_16,Station_37,Station_3,22:18:00,23:00:00,17,14,Storm,5.8,43,45,19.6,None,0,78,0,0,1,Winter,1
T01606,17-01-2023,22:30:00,Train,Route_13,Station_49,Station_2,22:31:00,23:04:00,10,0,Clear,6.4,87,27,19,Sports,0,75,0,1,1,Summer,0
T01607,17-01-2023,22:45:00,Bus,Route_20,Station_28,Station_33,22:49:00,23:37:00,0,18,Storm,0,60,16,7.9,None,0,74,0,0,1,Spring,1
T01608,17-01-2023,23:00:00,Train,Route_17,Station_25,Station_42,23:03:00,23:56:00,8,-1,Snow,31.9,70,39,12.3,None,0,68,0,0,1,Summer,0
T01609,17-01-2023,23:15:00,Tram,Route_13,Station_16,Station_19,23:17:00,00:05:00,13,11,Cloudy,1.9,64,59,17.8,Festival,0,10,0,0,1,Winter,1
T01610,17-01-2023,23:30:00,Bus,Route_6,Station_2,Station_17,23:32:00,00:24:00,-2,29,Snow,17.9,39,47,16.6,None,10000,97,0,0,1,Summer,1
T01611,17-01-2023,23:45:00,Train,Route_17,Station_18,Station_44,23:47:00,00:05:00,16,10,Cloudy,18.4,59,43,9.6,Concert,10000,82,0,0,1,Winter,1
T01612,18-01-2023,00:00:00,Metro,Route_14,Station_17,Station_33,00:00:00,00:27:00,8,-3,Storm,9.8,73,43,5.2,None,2000,25,0,0,2,Autumn,0
T01613,18-01-2023,00:15:00,Bus,Route_17,Station_30,Station_12,00:18:00,00:46:00,6,22,Snow,9.1,84,59,2.7,None,0,25,0,0,2,Autumn,1
T01614,18-01-2023,00:30:00,Train,Route_8,Station_39,Station_49,00:31:00,01:08:00,11,4,Storm,21.7,47,59,9.8,None,0,16,0,0,2,Spring,0
